NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Status,Station,Distance
AL102,Alachua,tree,29.491,-82.181,1,1,1,1,1,0,,USW00012816,24.13446895
BE027,Brevard,tree,28.045,-80.612,1,1,1,2,2,0,,USW00012843,47.49431691
BE037,Brevard,tree,28.152,-80.69,1,1,1,2,2,0,,USW00012843,61.5196336
BE056,Brevard,tree,28.26,-80.692,0,0,0,0,0,0,,USW00012815,64.31861098
BO002,Broward,tree,26.007,-80.426,1,1,1,1,1,0,,USW00012882,17.91115639
BO003,Broward,tree,26.307,-80.165,1,0,0,0,0,0,,USW00092805,8.625589559
CH017,Charlotte,tree,26.925,-82.338,1,1,1,2,2,0,,USW00012871,57.30011904
CL007,Clay,tree,30.128,-81.759,1,1,1,1,1,0,,USW00093837,14.69488536
CL011,Clay,tree,30.141,-81.71,0,0,0,0,0,0,,USW00093837,11.07919543
CL016,Clay,tree,30.104,-81.76,1,1,0,1,0,1,,USW00093837,16.95018127
CL020,Clay,tree,30.067,-81.699,0,0,0,0,0,0,,USW00093837,18.75449777
CL023,Clay,tree,29.843,-81.967,1,1,1,2,2,0,,USW00012816,34.24578371
CL028,Clay,tree,30.023,-81.694,1,1,1,1,1,0,,USW00093837,23.53489396
CL029,Clay,tree,30.132,-81.723,1,1,1,2,2,0,,USW00093837,12.50081601
CL032,Clay,tree,30.141,-81.706,1,1,1,2,2,0,,USW00093837,10.94047756
CO029,Collier,tree,25.954,-81.737,1,1,1,1,1,0,,USC00085359,2.382729824
CO036,Collier,tree,26.289,-81.813,1,1,1,2,2,0,,USW00012897,15.37345802
CO040,Collier,tree,26.115,-81.767,1,1,1,2,2,0,,USW00012897,4.519233586
CO043,Collier,tree,26.260667,-81.777667,1,1,1,1,1,0,,USW00012897,11.75457821
CO056,Collier,tree,26.148341,-81.67956,1,1,1,2,2,0,,USW00012897,9.568560175
DA003,Dade,tree,25.872275,-80.382611,1,1,1,2,2,0,,USW00012882,10.83445643
DU006,Duval,tree,30.285333,-81.414833,1,0,0,0,0,0,,USW00053860,11.02247498
DU010,Duval,tree,30.473,-81.505,1,1,0,2,0,2,,USW00003853,11.73039001
DU012,Duval,tree,30.35,-81.416,1,1,1,2,2,0,,USW00003853,5.560125525
DU013,Duval,tree,30.355,-81.476,1,1,1,2,2,0,,USW00053860,4.052225329
DU014,Duval,tree,30.208,-81.628,1,1,1,2,2,0,,USW00093837,4.662425636
DU018,Duval,tree,30.274,-81.414,1,1,1,2,2,0,,USW00053860,11.79429606
DU020,Duval,tree,30.287,-81.659,1,1,1,2,2,0,,USW00093837,6.013134083
DU027,Duval,tree,30.320105,-81.74785,1,1,1,2,1,1,,USW00093837,12.40455872
DU023,Duval,tree,30.255,-81.565,1,1,1,2,2,0,,USW00093837,10.05927632
DU025,Duval,tree,30.288764,-81.706799,1,1,1,1,1,0,,USW00093837,7.26973507
DU026,Duval,artificial structure,30.32036,-81.45011,1,0,0,0,0,0,,USW00053860,6.294754078
DU028,Duval,tree,30.383,-81.498,1,1,1,1,1,0,,USW00053860,5.299083877
DU029,Duval,tree,30.354,-81.611,1,1,1,2,2,0,,USW00053860,9.612147711
DU034,Duval,tree,30.172,-81.641,1,1,1,2,2,0,,USW00093837,7.252065923
FL007,Flagler,tree,29.502,-81.15,1,1,1,2,2,0,,USC00086767,15.42966468
FL013,Flagler,tree,29.561,-81.194,1,1,1,2,2,0,,USC00086767,7.970063471
GU021,Gulf,tree,29.682,-85.335,1,1,1,1,1,0,,USW00012832,30.37068593
HI048,Highlands,tree,27.56683,-81.50433,1,1,1,2,2,0,,USW00012876,60.33790167
HL004,Hillsborough,tree,28.025833,-82.646833,1,0,0,0,0,0,,USW00012873,13.15787185
HL006,Hillsborough,tree,27.880345,-82.366422,1,1,1,1,1,0,,USW00092806,28.36820238
HL007,Hillsborough,tree,27.724667,-82.465167,1,1,1,1,1,0,,USW00092806,16.52986821
HL008,Hillsborough,artificial structure,27.660186,-82.436858,1,0,0,0,0,0,,USW00092806,22.14648055
HL017,Hillsborough,tree,27.898,-82.391167,0,0,0,0,0,0,,USW00092806,27.18836269
HL019,Hillsborough,tree,27.752,-82.15,1,1,1,1,1,0,,USW00012883,29.27575729
HL024,Hillsborough,tree,27.838,-82.495,1,1,1,1,1,0,,USW00092806,14.99951036
HL029,Hillsborough,artificial structure,27.972,-82.223,1,1,1,2,2,0,,USW00012883,17.27021019
HL038,Hillsborough,artificial structure,28.086,-82.357,1,1,1,2,1,1,,USW00012883,31.61021142
HL042,Hillsborough,artificial structure,27.763,-82.411167,1,0,0,0,0,0,,USW00092806,21.11513311
HL043,Hillsborough,tree,28.00466,-82.25383,0,0,0,0,0,0,,USW00012883,20.01818534
HL044,Hillsborough,artificial structure,28.006,-82.585,0,0,0,0,0,0,,USW00012873,14.33546088
HL047,Hillsborough,artificial structure,27.90516,-82.34383,1,1,1,1,1,0,,USW00012883,30.72709876
HL050,Hillsborough,tree,27.98,-82.137,1,1,1,2,2,0,,USW00012883,8.827138816
HL051,Hillsborough,artificial structure,27.941667,-82.402333,0,0,0,0,0,0,,USW00012873,28.01259522
HL052,Hillsborough,tree,28.054,-82.254,1,1,1,2,2,0,,USW00012883,20.90450073
HL055,Hillsborough,artificial structure,28.006,-82.371,1,1,1,2,2,0,,USW00012883,31.52177122
HL056,Hillsborough,artificial structure,27.967,-82.241,0,0,0,0,0,0,,USW00012883,19.11073031
HL057,Hillsborough,artificial structure,28.019075,-82.611409,0,0,0,0,0,0,,USW00012873,13.90411916
HL058,Hillsborough,artificial structure,28.004,-82.339,1,0,0,0,0,0,,USW00012883,28.37680751
HL059,Hillsborough,tree,28.125,-82.31,1,1,1,2,2,0,,USW00012883,29.05246427
HL061,Hillsborough,artificial structure,28.170833,-82.3915,1,0,0,0,0,0,,USW00012818,34.24363456
HL062,Hillsborough,artificial structure,27.839,-82.128,1,1,1,2,2,0,,USW00012883,19.47379181
HL063,Hillsborough,artificial structure,28.0155,-82.42833,1,0,0,0,0,0,,USW00012873,27.73483579
HL064,Hillsborough,artificial structure,27.805,-82.329,1,1,1,2,2,0,,USW00092806,29.46662231
HL066,Hillsborough,artificial structure,28.03529,-82.512,0,0,0,0,0,0,,USW00012873,21.83436087
HL067,Hillsborough,tree,28.07,-82.503,1,1,1,2,2,0,,USW00012873,25.05576733
HL068,Hillsborough,artificial structure,27.995,-82.556,1,1,1,2,1,1,,USW00012873,15.68337194
HL069,Hillsborough,tree,28.169333,-82.576833,1,1,1,2,2,0,,USC00088824,17.45220718
HL070,Hillsborough,artificial structure,28.02448,-82.255171,1,1,1,1,1,0,,USW00012883,20.32438829
HL071,Hillsborough,tree,27.951,-82.252,1,1,1,2,2,0,,USW00012883,20.57142152
HL073,Hillsborough,artificial structure,27.706623,-82.437009,1,1,1,2,2,0,,USW00092806,19.80112431
HL078,Hillsborough,artificial structure,28.077,-82.316,1,0,0,0,0,0,,USW00012883,27.47455943
HL963,Hillsborough,artificial structure,27.983,-82.275,0,0,0,0,0,0,,USW00012883,22.17283557
LA015,Lake,tree,28.805,-81.755167,1,1,1,2,2,0,,USW00012819,5.611955144
LA180,Lake,tree,28.56883,-81.83533,1,1,1,2,2,0,,USW00012819,28.19951456
LE026,Lee,tree,26.697,-81.848,1,1,1,2,2,0,,USW00012835,12.53102321
LE056,Lee,tree,26.618,-81.655,1,1,1,2,2,0,,USW00012894,13.46835756
MN004,Manatee,tree,27.418,-82.515,1,1,1,1,1,0,,USW00012871,4.683065588
MN006,Manatee,tree,27.488,-82.515,1,1,1,2,2,0,,USW00012871,10.54208304
MN011,Manatee,tree,27.455,-82.33,1,1,1,1,1,0,,USW00012871,23.33688912
MN014,Manatee,tree,27.535,-82.473,1,1,1,2,2,0,,USW00012871,17.0840586
MN015,Manatee,tree,27.435,-82.413,1,1,1,2,2,0,,USW00012871,14.8502594
MN017,Manatee,artificial structure,27.553,-82.458,1,1,1,2,2,0,,USW00012871,19.55737439
MN018,Manatee,tree,27.417,-82.566,0,0,0,0,0,0,,USW00012871,1.874875369
MN023,Manatee,tree,27.461,-82.487,1,1,1,2,2,0,,USW00012871,9.68543553
MN027,Manatee,tree,27.575,-82.5,1,0,0,0,0,0,,USW00012871,20.14481484
MN036,Manatee,tree,27.446,-82.46,1,1,1,2,2,0,,USW00012871,10.92215737
MN038,Manatee,artificial structure,27.456,-82.649,1,1,1,1,1,0,,USW00012871,10.7855886
MN040,Manatee,tree,27.417224,-82.45005,1,1,1,2,2,0,,USW00012871,10.86057677
MN046,Manatee,artificial structure,27.458,-82.575,1,1,1,2,2,0,,USW00012871,6.491242339
MN049,Manatee,artificial structure,27.51,-82.715,1,1,1,1,1,0,,USW00012871,19.58883647
MN050,Manatee,artificial structure,27.461,-82.626,1,1,1,2,1,1,,USW00012871,9.3829665
MN054,Manatee,artificial structure,27.581,-82.444,1,1,1,1,1,0,,USW00012871,22.94358155
MT001,Martin,tree,27.01,-80.138,1,1,1,1,1,0,,USW00012844,36.33198338
MT004,Martin,tree,27.127,-80.66,1,0,0,0,0,0,,USC00085895,53.01290146
MT006,Martin,tree,26.968,-80.549,1,1,1,2,2,0,,USW00012844,54.60581866
MT011,Martin,tree,26.969,-80.572,1,1,1,1,1,0,,USC00085895,53.06251895
MT017,Martin,tree,26.960667,-80.575667,1,1,1,2,1,1,,USC00085895,52.46977556
MT026,Martin,tree,27.04583,-80.34233,1,1,1,2,2,0,,USW00012844,46.80433533
MT027,Martin,tree,27.191,-80.212,1,1,1,2,2,0,,USW00012843,55.35267038
MT029,Martin,tree,27.255,-80.217,1,1,0,2,0,2,,USW00012843,48.580519
MT031,Martin,tree,27.180758,-80.274891,1,0,0,0,0,0,,USW00012843,54.53014521
NA004,Nassau,tree,30.574,-81.456,1,1,1,1,1,0,,USC00082944,10.33545076
OK013,Okeechobee,tree,27.143,-80.68,1,1,1,2,1,1,,USC00085895,52.56423683
OR007,Orange,tree,28.475,-81.6,1,1,1,2,2,0,,USW00012841,27.04616803
OR039,Orange,tree,28.543,-81.572,1,1,1,1,1,0,,USW00012841,23.11019268
OR042,Orange,tree,28.535,-81.357,1,1,1,1,1,0,,USW00012841,2.465582511
OR052,Orange,tree,28.543833,-81.595667,0,0,0,0,0,0,,USW00012841,25.42028708
OR053,Orange,tree,28.465,-81.542,1,1,1,2,1,1,,USW00012815,21.92795404
OR054,Orange,tree,28.559833,-81.645333,0,0,0,0,0,0,,USW00012841,30.30362874
OR058,Orange,tree,28.746,-81.532,1,1,1,1,1,0,,USW00012819,28.32697337
OR060,Orange,tree,28.487947,-81.365421,1,1,1,2,2,0,,USW00012841,7.142454203
OR067,Orange,artificial structure,28.517,-81.539,1,1,1,2,2,0,,USW00012841,20.15519038
OR069,Orange,artificial structure,28.516833,-81.288,1,0,0,0,0,0,,USW00012841,5.69055328
OR076,Orange,tree,28.555,-81.395,1,0,0,0,0,0,,USW00012841,5.893155305
OR077,Orange,artificial structure,28.491,-81.463,1,1,1,2,2,0,,USW00012841,13.90869826
OR083,Orange,tree,28.557,-81.627,1,1,0,1,0,1,,USW00012841,28.50107669
OR091,Orange,artificial structure,28.593,-81.26,1,1,1,2,2,0,,USW00012841,8.998604901
OR092,Orange,tree,28.5435,-81.6125,1,1,1,2,2,0,,USW00012841,27.06487528
OR966,Orange,artificial structure,28.516,-81.592,1,0,0,0,0,0,,USW00012841,25.29250312
OR97D,Orange,tree,28.512886,-81.609191,1,1,0,0,0,0,,USW00012841,27.00383805
OS156,Osceola,tree,28.222,-81.37,1,1,1,2,2,0,,USW00012815,22.27590738
OS180,Osceola,tree,28.319,-81.419,1,1,1,2,1,1,,USW00012815,14.4181087
PB001,Palm Beach,tree,26.686,-80.769167,1,1,1,1,1,0,,USC00085895,35.91989879
PB021,Palm Beach,tree,26.399,-80.229,0,0,0,0,0,0,,USW00092805,20.64627966
PB025,Palm Beach,tree,26.737,-80.358,1,1,1,2,2,0,,USW00012844,26.34807308
PB027,Palm Beach,tree,26.572,-80.208,1,1,1,1,1,0,,USW00012844,16.58802907
PB030,Palm Beach,tree,26.748,-80.141,1,1,1,2,2,0,,USW00012844,8.134611983
PB033,Palm Beach,artificial structure,26.4,-80.145,1,0,0,0,0,0,,USW00092805,17.4158656
PI014,Pinellas,artificial structure,27.738,-82.668,1,1,1,2,2,0,,USW00092806,5.368593001
PI018,Pinellas,tree,28.1,-82.755,1,0,0,0,0,0,,USC00088824,5.811134562
PI020,Pinellas,tree,28.008,-82.768,1,1,1,2,2,0,,USW00012873,13.35003536
PI030,Pinellas,artificial structure,28.172,-82.652,1,1,1,2,2,0,,USC00088824,10.21836812
PI031,Pinellas,artificial structure,27.77,-82.712,1,1,1,2,2,0,,USW00092806,8.494632155
PI035,Pinellas,artificial structure,27.73,-82.639,1,1,1,1,1,0,,USW00092806,4.47399678
PI037,Pinellas,tree,27.965,-82.696,1,1,1,1,1,0,,USW00012873,5.921838084
PI039,Pinellas,tree,28.08233,-82.8295,1,1,1,2,2,0,,USC00088824,10.75006074
PI041,Pinellas,tree,28.171,-82.741,1,1,1,2,2,0,,USC00088824,2.433388658
PI044,Pinellas,tree,28.117,-82.741,0,0,0,0,0,0,,USC00088824,4.11567815
PI045,Pinellas,tree,28.177,-82.75,1,1,1,1,1,0,,USC00088824,2.777174562
PI046,Pinellas,tree,28.13783,-82.78366,1,1,1,2,2,0,,USC00088824,3.338011644
PI050,Pinellas,artificial structure,27.818,-82.791,1,1,0,1,0,1,,USW00012873,14.76435411
PI052,Pinellas,artificial structure,28.132,-82.758,1,1,1,1,1,0,,USC00088824,2.289048009
PI056,Pinellas,tree,27.84,-82.727,1,1,1,1,1,0,,USW00012873,9.037636295
PI058,Pinellas,artificial structure,28.05966,-82.7015,1,0,0,0,0,0,,USC00088824,11.50271634
PI060,Pinellas,tree,28.089,-82.771,0,0,0,0,0,0,,USC00088824,7.232537968
PI062,Pinellas,tree,28.03433,-82.779,0,0,0,0,0,0,,USC00088824,13.34310516
PI067,Pinellas,tree,28.10694,-82.71263,1,1,1,3,3,0,,USC00088824,6.45621705
PI068,Pinellas,tree,28.068384,-82.777237,1,1,1,1,1,0,,USC00088824,9.604612869
PI966,Pinellas,tree,28.108,-82.736,1,1,1,1,1,0,,USC00088824,5.220810144
PO011,Polk,tree,27.922,-81.373,1,1,1,2,2,0,,USW00012876,40.74991269
PO039,Polk,tree,27.992,-81.877,1,1,1,1,1,0,,USW00012876,14.09274802
PO043,Polk,artificial structure,27.956,-81.791,1,1,1,1,1,0,,USW00012876,12.18710519
PO045,Polk,tree,27.936,-81.849,1,1,1,1,1,0,,USW00012876,16.61958025
PO046,Polk,artificial structure,27.985,-81.888,1,0,0,0,0,0,,USW00012876,15.42286368
PO054,Polk,tree,27.972,-81.495,1,1,1,2,2,0,,USW00012876,27.55746993
PO061,Polk,tree,28.078,-81.705,1,1,1,1,1,0,,USW00012876,5.412038532
PO062,Polk,tree,27.95,-81.945,1,1,1,2,2,0,,USW00012883,11.71462008
PO067,Polk,tree,28.003,-81.682,1,1,1,2,2,0,,USW00012876,9.802201957
PO071,Polk,tree,27.848,-81.97,1,1,1,2,2,0,,USW00012883,18.63983907
PO073,Polk,tree,28.067,-81.737,1,1,1,2,2,0,,USW00012876,2.04490194
PO082,Polk,tree,27.97,-81.55,1,1,1,2,2,0,,USW00012876,22.70451395
PO084,Polk,tree,27.954167,-81.355167,1,1,1,2,2,0,,USW00012876,41.19551735
PO086,Polk,tree,27.973,-81.55,1,1,1,2,2,0,,USW00012876,22.55695848
PO093,Polk,artificial structure,27.979,-81.392,1,0,0,0,0,0,,USW00012876,36.96572052
PO128,Polk,tree,28.092,-81.825,1,1,1,2,2,0,,USW00012876,7.504535335
PO129,Polk,tree,28.065,-82.02,1,1,1,1,1,0,,USW00012883,7.804447751
PO131,Polk,tree,27.948,-81.532,1,0,0,0,0,0,,USW00012876,25.41975331
PO132,Polk,tree,28.09,-81.518,1,1,1,2,2,0,,USW00012876,23.6479443
PO139,Polk,tree,27.828,-81.557,1,1,1,1,1,0,,USW00012876,32.53808164
PO142,Polk,tree,27.98,-81.508,1,1,1,2,2,0,,USW00012876,26.04818481
PO145,Polk,tree,27.948,-81.513,1,1,1,1,1,0,,USW00012876,27.05536168
PO146,Polk,tree,27.927167,-81.354,0,0,0,0,0,0,,USW00012876,42.27411806
PO147,Polk,tree,27.847,-81.607,1,0,0,0,0,0,,USW00012876,28.01428741
PO149,Polk,tree,28.073,-81.692,1,1,0,1,0,1,,USW00012876,6.492084439
PO151,Polk,tree,27.778,-81.987,0,0,0,0,0,0,,USW00012883,25.44997118
PO160,Polk,tree,28.028,-81.905,1,0,0,0,0,0,,USW00012883,14.57069422
PO167,Polk,Tree,28.011601,-81.631893,1,1,1,2,2,0,,USW00012876,13.45394883
PO169,Polk,tree,27.99,-81.859,1,0,0,0,0,0,,USW00012876,12.78800567
PO171,Polk,artificial structure,27.825,-81.833,1,1,1,1,1,0,,USW00012876,27.32718558
PO180,Polk,tree,28.062,-81.514,1,1,1,2,2,0,,USW00012876,23.82832952
PO190,Polk,tree,28.005,-81.927,1,0,0,0,0,0,,USW00012883,12.08858092
PO193,Polk,tree,28.113,-81.823,1,1,1,2,2,0,,USW00012876,8.665041036
PO194,Polk,tree,28.073,-81.711,1,1,1,1,1,0,,USW00012876,4.679956294
PO198,Polk,tree,27.872,-82.026,0,0,0,0,0,0,,USW00012883,14.42692649
PO199,Polk,tree,27.99166,-81.52816,1,1,1,1,1,0,,USW00012876,23.74686287
PO202,Polk,tree,27.734,-81.528,1,1,1,2,2,0,,USW00012876,42.7883007
PO203,Polk,artificial structure,27.903,-81.866,1,1,1,2,2,0,,USW00012876,20.61573402
PO208,Polk,tree,28.062167,-81.730833,1,1,1,2,2,0,,USW00012876,2.553425669
PO225,Polk,artificial structure,28.007,-82.047,1,0,0,0,0,0,,USW00012883,0.832225999
PO226,Polk,tree,28.097,-81.697,1,0,0,0,0,0,,USW00012876,7.082514763
PO228,Polk,tree,28.084,-81.549,1,1,1,2,2,0,,USW00012876,20.54650066
PO229,Polk,Tree,28.025,-81.801,1,1,1,2,2,0,,USW00012876,5.927702232
PO230,Polk,artificial structure,27.896,-81.985,1,1,1,2,1,1,,USW00012883,13.20975569
PO232,Polk,tree,27.932,-81.791,1,1,1,1,1,0,,USW00012876,14.77111345
PO236,Polk,tree,27.985,-81.683,1,1,1,1,1,0,,USW00012876,11.16454826
PO240,Polk,artificial structure,28.051,-81.815,1,0,0,0,0,0,,USW00012876,5.822458144
PO245,Polk,tree,27.86752,-81.59495,1,0,0,0,0,0,,USW00012876,26.78468028
PO247,Polk,artificial structure,27.918,-81.628,1,1,1,1,1,0,,USW00012876,20.35159275
PO248,Polk,artificial structure,27.888444,-81.827092,1,1,1,1,1,0,,USW00012876,20.428677
PO249,Polk,artificial structure,28.151,-81.832,1,1,1,2,2,0,,USW00012876,12.39653364
PO253,Polk,tree,27.749,-81.992,1,1,1,2,2,0,,USW00012883,28.48627294
PO257,Polk,tree,27.805,-81.958,1,1,1,2,2,0,,USW00012883,23.49229156
PO258,Polk,artificial structure,27.929,-81.541,1,1,1,1,1,0,,USW00012876,25.80205332
PO260,Polk,tree,28.03758,-81.662815,1,1,1,2,2,0,,USW00012876,9.598789238
PO261,Polk,artificial structure,28.007202,-81.856447,1,1,1,1,1,0,,USW00012876,11.48277267
PO264,Polk,tree,27.994333,-81.534,1,0,0,0,0,0,,USW00012876,23.10794881
PO271,Polk,tree,27.952875,-81.354563,1,0,0,0,0,0,,USW00012876,41.29424931
PO272,Polk,tree,27.933655,-81.362667,1,1,1,1,1,0,,USW00012876,41.22387972
PO273,Polk,tree,27.928,-81.381,1,0,0,0,0,0,,USW00012876,39.77003424
PO280,Polk,tree,27.93303,-81.37044,0,0,0,0,0,0,,USW00012876,40.53280074
PO974,Polk,tree,27.95,-81.418,1,1,1,1,1,0,,USW00012876,35.49565295
POGRE,Polk,tree,28.073,-81.544,1,1,1,1,1,0,,USW00012876,20.92346591
POHAT,Polk,artificial structure,28.068,-81.893,1,1,1,2,2,0,,USW00012876,13.38040204
POKSP2,Polk,tree,27.936667,-81.355343,0,0,0,0,0,0,,USW00012876,41.78683103
POKSP6,Polk,tree,27.915,-81.365,0,0,0,0,0,0,,USW00012876,41.77567276
POMGR,Polk,tree,27.924663,-81.506474,1,0,0,0,0,0,,USW00012876,28.90272785
PS003,Pasco,tree,28.238,-82.71,1,1,1,2,2,0,,USC00088824,10.45662013
PS004,Pasco,tree,28.197,-82.783,0,0,0,0,0,0,,USC00088824,5.740422459
PS010,Pasco,tree,28.187,-82.775,0,0,0,0,0,0,,USC00088824,4.387401972
PS012,Pasco,tree,28.245,-82.492,1,1,1,1,1,0,,USW00012818,25.72420765
PS014,Pasco,tree,28.18,-82.787,1,1,1,2,2,0,,USC00088824,4.484775078
PS017,Pasco,tree,28.295,-82.713,1,1,1,2,2,0,,USC00088824,16.36869696
PS023,Pasco,artificial structure,28.364,-82.696,1,1,1,1,1,0,,USC00088824,24.21655474
PS024,Pasco,tree,28.227,-82.743,1,1,1,2,2,0,,USC00088824,8.378956111
PS025,Pasco,tree,28.431705,-82.250118,1,1,1,2,1,1,,USW00012818,20.45179658
PS027,Pasco,tree,28.199,-82.663,1,0,0,0,0,0,,USC00088824,10.30704573
PS028,Pasco,tree,28.216,-82.748,1,1,1,1,1,0,,USC00088824,7.111443348
PS034,Pasco,tree,28.203731,-82.771194,1,1,1,2,2,0,,USC00088824,5.97292566
PU158,Putnam,tree,29.662,-81.615,1,1,1,1,1,0,,USC00086767,39.65696068
PU165,Putnam,tree,29.643,-81.61,1,1,1,1,1,0,,USC00086767,39.05546919
PU173,Putnam,tree,29.758,-81.534,1,0,0,0,0,0,,USC00086767,34.63760023
SA001,Sarasota,tree,27.295,-82.518,1,1,1,2,2,0,,USW00012871,12.49950112
SA009,Sarasota,tree,27.148,-82.433,1,1,1,2,2,0,,USW00012871,30.7973082
SA011,Sarasota,tree,27.195,-82.452,0,0,0,0,0,0,,USW00012871,25.25968965
SA023,Sarasota,tree,27.135,-82.38,1,1,1,2,2,0,,USW00012871,34.49049286
SA028,Sarasota,tree,27.322,-82.42,1,1,1,2,2,0,,USW00012871,16.29397876
SA033,Sarasota,tree,27.385,-82.637,1,1,1,1,1,0,,USW00012871,7.950747753
SA040,Sarasota,tree,27.235,-82.503,1,1,1,2,2,0,,USW00012871,19.3082257
SA045,Sarasota,tree,27.08128,-82.43477,1,0,0,0,0,0,,USW00012871,37.64935937
SA050,Sarasota,tree,27.126,-82.441,1,1,1,2,2,0,,USW00012871,32.76227165
SA052,Sarasota,tree,27.286,-82.418,1,1,1,1,1,0,,USW00012871,18.91468892
SA056,Sarasota,tree,27.192226,-82.378446,1,1,1,1,1,0,,USW00012871,29.29667663
SA057,Sarasota,artificial structure,27.368556,-82.539194,1,1,1,1,1,0,,USW00012871,4.1314756
SA060,Sarasota,artificial structure,27.29,-82.524,1,0,0,0,0,0,,USW00012871,12.85711191
SA062,Sarasota,Tree,27.345,-82.433,1,1,1,1,1,0,,USW00012871,13.9034261
SA066,Sarasota,tree,27.115,-82.42,1,1,1,1,1,0,,USW00012871,34.67543638
SA068,Sarasota,tree,27.179,-82.489,1,1,1,2,2,0,,USW00012871,25.67560624
SE004,Seminole,tree,28.683,-81.228,1,1,1,1,1,0,,USW00012854,10.83815394
SE012,Seminole,tree,28.638,-81.299,1,1,1,1,1,0,,USW00012841,10.77531848
SE019,Seminole,tree,28.723,-81.058,1,1,1,1,1,0,,USW00012854,19.14987177
SE027,Seminole,tree,28.7,-81.44,1,1,1,2,2,0,,USW00012841,19.8839959
SE047,Seminole,tree,28.797,-81.308,1,0,0,0,0,0,,USW00012854,6.574055346
SE057,Seminole,tree,28.735,-81.26,1,1,1,1,1,0,,USW00012854,5.202286474
SE081,Seminole,tree,28.729,-81.141,1,1,1,2,2,0,,USW00012854,11.46748772
SE092,Seminole,artificial structure,28.691,-81.22,1,1,1,1,1,0,,USW00012854,10.10640187
SE093,Seminole,tree,28.632,-81.314,1,1,1,1,1,0,,USW00012841,9.731656232
SE103,Seminole,artificial structure,28.787988,-81.214669,0,0,0,0,0,0,,USW00012854,2.969233206
SJ031,St Johns,tree,30.021,-81.33199,1,1,1,1,1,0,,USW00053860,39.20772142
SJ037,St Johns,tree,30.087,-81.635,1,1,1,2,2,0,,USW00093837,16.5536119
SJ039,Saint Johns,tree,30.239167,-81.386667,1,1,1,2,2,0,,USW00053860,16.2831407
SL005,Saint Lucie,tree,27.327333,-80.294667,0,0,0,0,0,0,,USW00012843,38.32848077
SL016,Saint Lucie,tree,27.370487,-80.30286,1,1,0,1,0,1,,USW00012843,33.52091428
SU040,Sumter,tree,28.923,-82.136,0,0,0,0,0,0,,USW00012819,33.72696339
VO012,Volusia,tree,28.866333,-81.253333,1,1,1,2,2,0,,USW00012854,9.701122748
VO045,Volusia,tree,28.8615,-81.234833,1,1,1,2,2,0,,USW00012854,9.156441745
VO075,Volusia,tree,29.112,-80.985,1,1,1,2,2,0,,USW00012834,10.85935243
VO082,Volusia,tree,28.847333,-81.2365,1,1,1,2,2,0,,USW00012854,7.572887063
VO097,Volusia,tree,29.075,-80.978,1,1,1,2,2,0,,USW00012834,14.25103869
VO100,Volusia,tree,29.152,-81.04,1,0,0,0,0,0,,USW00012834,3.909616962
VO102,Volusia,tree,29.185,-81.097,1,1,1,2,2,0,,USW00012834,2.755738049
VO105,Volusia,tree,28.994833,-81.332,1,1,0,1,0,1,,USW00012854,25.44406357
VO114,Volusia,tree,28.893833,-81.219667,1,1,0,2,0,2,,USW00012854,12.92344332
VO133,Volusia,tree,29.134,-81.056,1,1,1,1,1,0,,USW00012834,4.65513456
VO139,Volusia,tree,29.109203,-81.368037,1,1,1,2,2,0,,USW00012834,29.64113945
VO135,Volusia,tree,29.124,-81.011,1,1,1,2,2,0,,USW00012834,8.076397484
VO138,Volusia,tree,28.873,-81.271,1,1,1,1,1,0,,USW00012854,10.73380549
VO140,Volusia,tree,28.849,-81.243,1,1,1,2,2,0,,USW00012854,7.727138744
AL028,Alachua,tree,29.488,-82.175,1,1,1,2,2,0,,USW00012816,24.66726541
AL066,Alachua,tree,29.485,-82.267,1,1,1,2,2,0,,USW00012816,23.00060243
AL101,Alachua,tree,29.493,-82.128,1,1,1,2,2,0,,USW00012816,26.32548529
AL102,Alachua,tree,29.491,-82.181,1,1,1,1,1,0,,USW00012816,24.13446895
BE014,Brevard,tree,27.843,-80.532,0,0,0,0,0,0,,USW00012843,23.87216231
BE019,Brevard,tree,28.055,-80.69,1,1,1,2,2,0,,USW00012843,52.05993122
BE027,Brevard,tree,28.045,-80.612,1,1,1,2,2,0,,USW00012843,47.49431691
BE037,Brevard,tree,28.152,-80.69,1,1,1,1,1,0,,USW00012843,61.5196336
BE056,Brevard,tree,28.26,-80.692,0,0,0,0,0,0,,USW00012815,64.31861098
BE065,Brevard,artificial structure,28.196,-80.7065,0,0,0,0,0,0,,USW00012815,65.31888493
BE066,Brevard,tree,28.781,-80.796,1,1,1,2,2,0,,USW00012854,43.61923877
BE089,Brevard,tree,28.206,-80.698,1,1,1,2,2,0,,USW00012815,65.67960274
BO002,Broward,tree,26.007,-80.426,1,1,1,2,2,0,,USW00012882,17.91115639
BO003,Broward,tree,26.307,-80.165,1,1,1,3,3,0,,USW00092805,8.625589559
CH017,Charlotte,tree,26.925,-82.338,1,1,1,1,1,0,,USW00012871,57.30011904
CI046,Citrus,tree,28.872,-82.559,1,1,1,2,2,0,,USW00012818,45.44443897
CL016,Clay,tree,30.104,-81.76,1,1,1,1,1,0,,USW00093837,16.95018127
