Unnamed: 0,NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Status,Year,Station,Distance
4037,VO983,Volusia,Tree,28.831761,-81.192189,1,1,0,2,0,2,Failed,2021,USW00012854,7.668797759794513
4038,VO993,Volusia,Artificial_Structure,28.991747,-80.961906,0,0,0,0,0,0,Destroyed,2021,USW00012834,22.861223266048796
4039,WK018,Wakulla,Tree,30.083264,-84.169961,1,1,1,2,1,1,Successful,2021,USW00093805,38.65231368769486
4040,WK019,Wakulla,Tree,30.09466667,-84.16133333,1,1,1,2,2,0,Successful,2021,USW00093805,37.91641045315559
4041,WK025,Wakulla,Tree,30.094167,-84.153833,0,0,0,0,0,0,Inactive,2021,USW00093805,38.316762534396595
4042,WK033,Wakulla,Tree,30.108667,-84.142,1,1,1,2,2,0,Successful,2021,USW00093805,37.52062256641482
4043,WK035,Wakulla,Tree,30.122,-84.136833,1,1,1,1,1,0,Successful,2021,USW00093805,36.55434609764709
4044,WK036,Wakulla,Tree,30.136944,-84.141111,1,1,0,1,0,1,Failed,2021,USW00093805,34.95439494771856
4045,WK037,Wakulla,Tree,30.096693,-84.157308,1,1,1,1,1,0,Successful,2021,USW00093805,37.907621946384985
4046,WL009,Walton,Tree,30.37276,-86.31358,1,1,1,2,2,0,Successful,2021,USW00053853,14.929352534703565
4047,WL910,Walton,Tree,30.479631,-86.285776,1,1,0,0,0,0,Taken,2021,USW00053853,19.880090282785062
4048,WL911,Walton,Tree,30.302119,-86.077081,1,1,1,1,1,0,Successful,2021,USW00073805,28.192205590571632
4049,AL003,Alachua,Tree,29.497504,-82.132384,1,1,1,2,2,0,Successful,2022,USW00012816,25.67465316166139
4050,AL010,Alachua,Tree,29.614167,-82.3,1,1,1,1,1,0,Successful,2022,USW00012816,8.927026165092064
4051,AL014,Alachua,Tree,29.568667,-82.263333,1,1,1,1,1,0,Successful,2022,USW00012816,13.735598020420792
4052,AL020,Alachua,Tree,29.470833,-82.163333,0,0,0,0,0,0,Inactive,2022,USW00012816,26.86867767701766
4053,AL027,Alachua,Tree,29.63474,-82.19631,1,1,1,1,1,0,Successful,2022,USW00012816,9.972370062
4054,AL028,Alachua,Tree,29.4895,-82.177333,1,1,1,1,1,0,Successful,2022,USW00012816,24.42515189065231
4055,AL032,Alachua,Tree,29.555167,-82.409667,1,1,1,1,1,0,Successful,2022,USW00012816,19.93360377857723
4056,AL045,Alachua,Tree,29.502816,-82.141702,0,0,0,0,0,0,Destroyed,2022,USW00012816,24.694207028097896
4057,AL054,Alachua,Tree,29.525,-82.107137,1,1,1,1,1,0,Successful,2022,USW00012816,24.702001388008604
4058,AL060,Alachua,Tree,29.646667,-82.241833,1,1,1,1,1,0,Successful,2022,USW00012816,5.999255347
4059,AL061,Alachua,Tree,29.619709,-82.214717,1,1,1,1,1,0,Successful,2022,USW00012816,9.959045887129342
4060,AL062,Alachua,Tree,29.500833,-82.147667,1,1,1,2,2,0,Successful,2022,USW00012816,24.585964061342096
4061,AL080,Alachua,Tree,29.486989,-82.233914,0,0,0,0,0,0,Inactive,2022,USW00012816,23.124265517416248
4062,AL084,Alachua,Tree,29.6285,-82.353,1,1,0,0,0,0,Failed,2022,USW00012816,10.232277761445287
4063,AL090,Alachua,Tree,29.503537,-82.090799,1,1,1,1,1,0,Successful,2022,USW00012816,27.540931424580716
4064,AL092,Alachua,Tree,29.6605,-82.1945,1,1,1,2,2,0,Successful,2022,USW00012816,8.606837556944802
4065,AL093,Alachua,Tree,29.548,-82.290333,1,1,1,2,2,0,Successful,2022,USW00012816,16.038437224385767
4066,AL096,Alachua,Tree,29.550333,-82.324833,0,0,0,0,0,0,Inactive,2022,USW00012816,16.411925731596494
4067,AL101,Alachua,Tree,29.4935791,-82.1285319,1,1,1,2,2,0,Successful,2022,USW00012816,26.243458177960797
4068,AL102,Alachua,Tree,29.487833,-82.1755,0,0,0,0,0,0,Inactive,2022,USW00012816,24.66522754344498
4069,AL105,Alachua,Tree,29.589667,-82.079833,1,1,1,2,2,0,Successful,2022,USW00012816,22.09649516603683
4070,AL107,Alachua,Tree,29.4455,-82.15533,1,1,1,1,1,0,Successful,2022,USW00012816,29.76112010439682
4071,AL109,Alachua,Tree,29.607272,-82.225608,1,1,1,1,1,0,Successful,2022,USW00012816,10.577155000315386
4072,AL111,Alachua,Tree,29.52407,-82.15336,1,1,1,1,1,0,Successful,2022,USW00012816,22.092472278487055
4073,AL910,Alachua,Tree,29.672181,-82.196625,1,1,1,1,1,0,Successful,2022,USW00012816,7.972051892297772
4074,BA010,Bay,Tree,30.049028,-85.566427,1,1,1,1,1,0,Successful,2022,USW00073805,39.56204207
4075,BA011,Bay,Tree,30.12162,-85.62228,1,1,1,1,1,0,Successful,2022,USW00073805,29.867193657106903
4076,BA012,Bay,Tree,30.336333,-85.581167,1,1,1,1,1,0,Successful,2022,USW00073805,19.929464517186116
4077,BA017,Bay,Tree,30.292966,-85.984328,1,0,0,0,0,0,Failed,2022,USW00073805,19.805163360054177
4078,BA019,Bay,Tree,30.016403,-85.55501,1,1,1,1,1,0,Successful,2022,USW00073805,43.22322642570144
4079,BA026,Bay,Tree,30.191614,-85.706001,0,0,0,0,0,0,Inactive,2022,USW00073805,19.17304879335198
4080,BA029,Bay,Tree,29.995299,-85.503563,0,0,0,0,0,0,Taken,2022,USW00073805,47.89156717577825
4081,BA030,Bay,Tree,30.11795,-85.63965,1,1,1,2,2,0,Successful,2022,USW00073805,29.366135544531005
4082,BA031,Bay, Tree,,,1,1,1,2,2,0,Successful,2022,none,100000
4083,BA032,Bay,Tree,30.074092,-85.61328,1,1,1,1,1,0,Successful,2022,USW00073805,34.86155681769347
4084,BA033,Bay,Tree,29.984313,-85.461059,0,0,0,0,0,0,Destroyed,2022,USW00012832,50.89005602
4085,BA034,Bay,Tree,30.061462,-85.541527,1,1,1,1,1,0,Successful,2022,USW00073805,39.78262242984003
4086,BA035,Bay,Tree,30.11425,-85.64629,0,0,0,0,0,0,Inactive,2022,USW00073805,29.425143201238896
4087,BA036,Bay,Tree,29.946999,-85.406632,1,1,0,0,0,0,Failed,2022,USW00012832,44.224711489870366
4088,BA921,Bay,Tree,30.179862,-85.655743,1,1,0,0,0,0,Failed,2022,USW00073805,22.68513364086107
4089,BA922,Bay,Tree,29.98524,-85.48525,1,1,1,2,1,1,Successful,2022,USW00073805,49.82301124561619
4090,BE005,Brevard,Tree,28.508333,-80.868167,1,1,1,3,2,1,Successful,2022,USW00012815,45.684641657773476
4091,BE009,Brevard,Tree,28.655205,-80.752847,0,0,0,0,0,0,Inactive,2022,USW00012854,49.80959879505829
4092,BE010,Brevard,Tree,,,1,1,1,1,1,0,Successful,2022,none,100000
4093,BE013,Brevard,Tree,28.556152,-80.65785,1,1,0,0,0,0,Failed,2022,USW00012854,62.30817800636607
4094,BE014,Brevard,Tree,27.835594,-80.5309,0,0,0,0,0,0,Taken,2022,USW00012843,23.101836914090036
4095,BE015,Brevard, Tree,,,0,0,0,0,0,0,Taken,2022,none,100000
4096,BE019,Brevard,Tree,28.053,-80.689833,1,1,0,2,0,2,Failed,2022,USW00012843,51.86175366
4097,BE020,Brevard, Tree,,,1,1,1,2,2,0,Successful,2022,none,100000
4098,BE027,Brevard,Tree,28.042344,-80.613228,1,1,0,2,0,2,Failed,2022,USW00012843,47.274946362857136
4099,BE032,Brevard,Tree,28.654667,-80.950833,1,1,0,0,0,0,Failed,2022,USW00012854,31.742660034342705
4100,BE037,Brevard,Tree,28.150167,-80.690333,1,1,0,2,0,2,Failed,2022,USW00012843,61.35128012821434
4101,BE038,Brevard, Tree,,,0,0,0,0,0,0,Taken,2022,none,100000
4102,BE043,Brevard,Tree,27.856707,-80.5444,1,1,1,2,2,0,Successful,2022,USW00012843,25.79869304222163
4103,BE044,Brevard,Tree,28.506966,-80.706121,1,1,0,0,0,0,Failed,2022,USW00012854,60.573235547534416
4104,BE045,Brevard,Tree,28.319574,-80.680498,1,1,0,0,0,0,Failed,2022,USW00012815,63.921859668160835
4105,BE046,Brevard,Tree,28.650167,-80.8565,1,1,1,2,2,0,Successful,2022,USW00012854,40.393446001688346
4106,BE048,Brevard,Tree,28.222667,-80.808333,1,1,1,1,1,0,Successful,2022,USW00012815,54.97256274586005
4107,BE049,Brevard,Tree,28.6295,-80.915333,1,1,1,1,1,0,Successful,2022,USW00012854,36.09713095
4108,BE050,Brevard,Artificial Substrate,28.627614,-80.683611,1,1,0,2,0,2,Failed,2022,USW00012854,57.16450018378045
4109,BE051,Brevard,Tree,28.470617,-80.658667,1,1,0,0,0,0,Failed,2022,USW00012815,65.32361629251626
4110,BE052,Brevard,Tree,28.76716667,-80.77716667,0,0,0,0,0,0,Destroyed,2022,USW00012854,45.47813615156761
4111,BE054,Brevard,Tree,28.613432,-80.646452,0,0,0,0,0,0,Inactive,2022,USW00012854,61.09808599222802
4112,BE055,Brevard,Tree,28.636833,-80.875167,0,0,0,0,0,0,Gone,2022,USW00012854,39.27503145
4113,BE057,Brevard,Tree,28.676827,-80.761611,0,0,0,0,0,0,Inactive,2022,USW00012854,48.36105282238742
4114,BE058,Brevard,Tree,28.089667,-80.6655,1,1,0,0,0,0,Failed,2022,USW00012843,54.24722183609647
4115,BE061,Brevard,Tree,28.545333,-80.798667,1,1,0,2,0,2,Failed,2022,USW00012854,50.61903552
4116,BE063,Brevard, Tree,28.550167,-80.696,0,0,0,0,0,0,Inactive,2022,USW00012854,59.19828085427288
4117,BE066,Brevard,Tree,28.781991,-80.796631,1,1,0,2,0,2,Failed,2022,USW00012854,43.55809402304639
4118,BE067,Brevard,Artificial Substrate,28.491241,-80.78339,0,0,0,0,0,0,Inactive,2022,USW00012815,53.483714102592586
4119,BE070,Brevard,Tree,28.612521,-80.676427,1,1,1,2,2,0,Successful,2022,USW00012854,58.3502331
4120,BE072,Brevard,Tree,28.266833,-80.7265,0,0,0,0,0,0,Inactive,2022,USW00012815,60.86159273610131
4121,BE073,Brevard,Artificial Substrate,28.490833,-80.812,1,1,1,1,1,0,Successful,2022,USW00012815,50.71379889642684
4122,BE075,Brevard,Tree,,,1,1,0,0,0,0,Failed,2022,none,100000
4123,BE076,Brevard,Artificial Substrate,28.491,-80.879167,0,0,0,0,0,0,Gone,2022,USW00012815,44.24688713971249
4124,BE081,Brevard,Tree,,,1,1,1,1,1,0,Successful,2022,none,100000
4125,BE082,Brevard,Tree,28.37504,-80.80017,1,1,1,2,2,0,Successful,2022,USW00012815,51.47588786595224
4126,BE083,Brevard,Tree,28.629743,-80.726664,1,1,1,2,1,1,Successful,2022,USW00012854,53.09224009941199
4127,BE084,Brevard,Tree,28.485253,-80.667852,1,1,0,0,0,0,Failed,2022,USW00012815,64.59230961
4128,BE085,Brevard,Tree,28.57967,-80.666,1,1,1,2,2,0,Successful,2022,USW00012854,60.566447771179675
4129,BE086,Brevard,Tree,28.448444,-80.661641,0,0,0,0,0,0,Taken,2022,USW00012815,64.86641002338824
4130,BE087,Brevard,Tree,28.56687,-80.651472,1,1,1,1,1,0,Successful,2022,USW00012854,62.41549670501191
4131,BE089,Brevard,Tree,28.20699,-80.698711,1,1,1,2,2,0,Successful,2022,USW00012815,65.57487737675015
4132,BE091,Brevard,Tree,28.63545,-80.831133,1,1,0,0,0,0,Failed,2022,USW00012854,43.29527407213763
4133,BE092,Brevard,Tree,28.402627,-80.82105,1,0,0,0,0,0,Taken,2022,USW00012815,49.23322290694078
4134,BE093,Brevard,Tree,27.847702,-80.619889,1,1,0,2,0,2,Failed,2022,USW00012843,29.448264457675624
4135,BE094,Brevard,Artificial Substrate,27.936988,-80.497735,1,1,0,2,0,2,Failed,2022,USW00012843,32.38091739253605
4136,BE095,Brevard,Tree,27.827333,-80.552267,1,1,0,0,0,0,Failed,2022,USW00012843,23.461030233694895
4137,BE096,Brevard,Tree,28.757222,-80.856361,1,1,0,0,0,0,Failed,2022,USW00012854,37.82176816790891
4138,BE097,Brevard,Tree,28.40056261,-80.83738361,0,0,0,0,0,0,Inactive,2022,USW00012815,47.64614565198173
4139,BE098,Brevard,Tree,28.4030588,-80.6069316,1,1,0,1,0,1,Failed,2022,USW00012815,70.16414307610609
4140,BE099,Brevard,Tree,28.696969,-80.720393,1,1,0,0,0,0,Failed,2022,USW00012854,51.82720124548824
4141,BE100,Brevard,Tree,27.950312,-80.663107,0,0,0,0,0,0,Inactive,2022,USW00012843,40.92952041897564
4142,BE101,Brevard,Tree,28.387878,-80.816862,1,1,0,1,0,1,Failed,2022,USW00012815,49.73031331369947
4143,BE102,Brevard,Tree,28.010739,-80.577576,1,1,0,0,0,0,Failed,2022,USW00012843,42.66141144570206
4144,BE103,Brevard,Tree,28.53069,-80.852848,1,1,1,2,2,0,Successful,2022,USW00012854,47.10563561693648
4145,BE104,Brevard,Tree,28.622942,-80.877817,1,1,1,2,2,0,Successful,2022,USW00012854,39.69368854368179
4146,BE105,Brevard,Tree,28.518405,-80.871198,1,1,0,0,0,0,Failed,2022,USW00012841,45.45949877225806
4147,BE106,Brevard,Artificial Substrate,28.190147,-80.598009,1,1,0,2,0,2,Failed,2022,USW00012843,62.15234065648181
4148,BE915,Brevard,Tree,27.963478,-80.66891,1,0,0,0,0,0,Failed,2022,USW00012843,42.445372421993426
4149,BE921,Brevard,Artificial Substrate,28.397269,-80.763218,1,1,0,1,0,1,Failed,2022,USW00012815,54.909639318071484
4150,BE922,Brevard,Tree,28.65856,-80.750121,1,1,0,0,0,0,Failed,2022,USW00012854,49.962595385945775
4151,BE926,Brevard,Tree,28.629336,-80.742427,1,1,1,2,2,0,Successful,2022,USW00012854,51.64942083441174
4152,BE928,Brevard,Tree,28.441134,-80.671119,1,1,0,0,0,0,Failed,2022,USW00012815,63.90553692710307
4153,BE929,Brevard,Tree,28.41643,-80.664359,1,1,0,0,0,0,Failed,2022,USW00012815,64.52358503
4154,BE985,Brevard,Artificial Substrate,28.4913833,-80.832494,1,1,1,2,2,0,Successful,2022,USW00012815,48.74691591072825
4155,BO002,Broward,Tree,26.007327,-80.425728,1,1,1,3,1,2,Successful,2022,USW00012882,17.91132409
4156,BO003,Broward,Tree,26.314868,-80.167625,1,1,1,2,2,0,Successful,2022,USW00092805,9.478749027359033
4157,BO004,Broward,Artificial Substrate,26.0805,-80.2121,1,1,1,2,2,0,Successful,2022,USW00012849,4.984498110737551
4158,BR008,Bradford,Tree,29.913333,-82.180833,1,1,1,1,1,0,Successful,2022,USW00012816,26.300637874257266
4159,CH010,Charlotte,Tree,26.840682,-82.22206,1,1,1,2,2,0,Successful,2022,USW00012835,45.73289852828485
4160,CH017,Charlotte,Tree,26.926916,-82.337644,1,1,1,2,2,0,Successful,2022,USW00012871,57.11658977
4161,CH020,Charlotte,Tree,26.980833,-82.181667,0,0,0,0,0,0,Inactive,2022,USW00012835,54.296456322527895
4162,CH025,Charlotte,Tree,26.894333,-82.313,0,0,0,0,0,0,Gone,2022,USW00012835,56.51615198855949
4163,CH026,Charlotte,Tree,26.857,-82.256333,0,0,0,0,0,0,Gone,2022,USW00012835,49.52992411287078
4164,CH027,Charlotte,Tree,26.901263,-82.01543,1,1,1,2,2,0,Successful,2022,USW00012835,38.35185229034192
4165,CH030,Charlotte,Tree,26.943,-82.01583333,1,1,1,1,1,0,Successful,2022,USW00012835,42.66157299326743
4166,CH031,Charlotte,Tree,26.901343,-82.323177,1,1,0,0,0,0,Failed,2022,USW00012835,57.791315428039844
4167,CH036,Charlotte,Tree,26.995969,-82.229937,1,1,0,2,0,2,Failed,2022,USW00012871,55.58528457832217
4168,CH040,Charlotte,Tree,26.891167,-81.9575,1,1,1,2,2,0,Successful,2022,USW00012835,35.36028617
4169,CH041,Charlotte,Tree,26.857207,-82.299949,0,0,0,0,0,0,Gone,2022,USW00012835,53.039186981577565
4170,CH043,Charlotte,Tree,26.799691,-82.040694,1,1,1,1,1,0,Successful,2022,USW00012835,29.786237796524293
4171,CH044,Charlotte,Tree,26.992255,-82.040473,0,0,0,0,0,0,Inactive,2022,USW00012835,48.65129446146897
4172,CH045,Charlotte,Tree,26.872,-82.024833,1,1,1,2,2,0,Successful,2022,USW00012835,35.80570974
4173,CH046,Charlotte,Tree,26.908451,-82.055542,1,1,0,1,0,1,Failed,2022,USW00012835,40.808934577105525
4174,CH048,Charlotte,Tree,26.847,-82.262167,1,0,0,0,0,0,Failed,2022,USW00012835,49.32646309
4175,CH057,Charlotte,Tree,26.882987,-82.311358,1,1,1,2,2,0,Successful,2022,USW00012835,55.62792964742251
4176,CH059,Charlotte,Tree,26.856167,-82.027,1,1,1,1,1,0,Successful,2022,USW00012835,34.34861882112744
4177,CH063,Charlotte,Artificial Substrate,26.97135,-81.959122,1,1,1,2,2,0,Successful,2022,USW00012835,44.04599018033583
4178,CH064,Charlotte,Tree,26.850333,-82.021833,0,0,0,0,0,0,Gone,2022,USW00012835,33.53389266683357
4179,CH065,Charlotte,Artificial Substrate,26.915667,-82.355,0,0,0,0,0,0,Inactive,2022,USW00012871,57.652301286977476
4180,CH067,Charlotte,Tree,26.916667,-82.022167,1,1,1,2,1,1,Successful,2022,USW00012835,40.18903215146646
4181,CH069,Charlotte,Artificial Substrate,26.966986,-82.067278,1,1,1,2,1,1,Successful,2022,USW00012835,47.13871751251379
4182,CH075,Charlotte,Artificial Substrate,27.017167,-82.133167,1,1,1,2,2,0,Successful,2022,USW00012835,55.10911118171944
4183,CH076,Charlotte,Tree,26.97233333,-82.17216667,1,1,0,0,0,0,Failed,2022,USW00012835,52.97923277904931
4184,CH081,Charlotte,Tree,26.91233333,-82.3305,1,0,0,0,0,0,Failed,2022,USW00012871,58.885717280618465
4185,CH082,Charlotte,Tree,27.013604,-82.119239,0,0,0,0,0,0,Destroyed,2022,USW00012835,54.096815114437945
4186,CH083,Charlotte,Artificial Substrate,26.938865,-82.039236,1,1,0,1,0,1,Failed,2022,USW00012835,43.13051121571177
4187,CH084,Charlotte,Tree,26.782652,-82.041764,1,1,0,1,0,1,Failed,2022,USW00012835,28.357943937144917
4188,CH085,Charlotte,Tree,26.882866,-82.185818,1,1,0,0,0,0,Failed,2022,USW00012835,46.205731811830326
4189,CH086,Charlotte,Tree,26.800801,-82.278841,1,1,1,1,1,0,Successful,2022,USW00012835,47.91015529117087
4190,CH087,Charlotte,Artificial Substrate,26.99125,-82.028814,1,1,1,1,1,0,Successful,2022,USW00012835,48.13577515630308
4191,CH088,Charlotte,Tree,26.83297,-82.211831,1,1,1,2,2,0,Successful,2022,USW00012835,44.40490695446524
4192,CH089,Charlotte,Tree,26.79799,-81.975007,1,1,1,1,1,0,Successful,2022,USW00012835,26.237694816386597
4193,CH911,Charlotte,Tree,26.833821,-82.29248,1,1,1,2,1,1,Successful,2022,USW00012835,50.978271128106584
4194,CH921,Charlotte,Artificial Substrate,26.98041,-82.067669,1,1,0,2,0,2,Failed,2022,USW00012835,48.504067724894284
4195,CH922,Charlotte,Tree,26.923326,-82.322341,1,1,1,2,2,0,Successful,2022,USW00012871,58.07836949415003
4196,CH923,Charlotte,Artificial Substrate,26.873412,-82.235889,0,0,0,0,0,0,Taken,2022,USW00012835,49.10814792678448
4197,CH924,Charlotte,Artificial Substrate,26.901378,-82.31444,1,1,0,0,0,0,Failed,2022,USW00012835,57.107848727267175
4198,CH925,Charlotte,Tree,26.95499,-81.997798,1,1,0,2,0,2,Failed,2022,USW00012835,43.31567536419096
4199,CH926,Charlotte,Tree,26.894495,-82.051644,1,1,0,0,0,0,Failed,2022,USW00012835,39.26076518366136
4200,CH983,Charlotte,Tree,26.854166,-82.245532,1,1,1,2,1,1,Successful,2022,USW00012835,48.49010203
4201,CH986,Charlotte,Tree,27.006382,-82.138415,0,0,0,0,0,0,Taken,2022,USW00012835,54.32877699153305
4202,CH991,Charlotte,Artificial Substrate,26.878401,-82.025227,0,0,0,0,0,0,Inactive,2022,USW00012835,36.45886028005176
4203,CH992,Charlotte,Artificial Substrate,26.86089444,-81.97508611,1,1,1,1,1,0,Successful,2022,USW00012835,32.69314950938084
4204,CI040,Citrus,Tree,28.836333,-82.634667,1,1,1,1,1,0,Successful,2022,USW00012818,43.999981368569664
4205,CI048,Citrus,Artificial Substrate,28.992372,-82.672805,0,0,0,0,0,0,Gone,2022,USC00089120,48.34699513773448
4206,CI049,Citrus,Tree,28.858501,-82.485678,1,1,1,2,2,0,Successful,2022,USW00012818,42.88132927551033
4207,CI921,Citrus,Tree,28.906628,-82.640892,1,1,1,1,1,0,Successful,2022,USW00012818,51.465906846191636
4208,CI922,Citrus,Tree,28.799332,-82.59521,1,0,0,0,0,0,Failed,2022,USW00012818,38.732913064545194
4209,CL007,Clay,Tree,30.1280734,-81.7581735,0,0,0,0,0,0,Inactive,2022,USW00093837,14.640514263359714
4210,CL013,Clay,Tree,30.1073029,-81.7349791,1,1,0,0,0,0,Failed,2022,USW00093837,15.475860320918972
4211,CL020,Clay,Tree,30.065944,-81.699923,1,1,1,2,2,0,Successful,2022,USW00093837,18.885131160988415
4212,CL023,Clay,Tree,29.839,-81.960167,1,1,1,2,2,0,Successful,2022,USW00012816,34.60959187885937
4213,CL024,Clay,Tree,29.756667,-82.0285,1,1,1,2,2,0,Successful,2022,USW00012816,24.97034824679913
4214,CL028,Clay,Tree,30.023,-81.694,0,0,0,0,0,0,Destroyed,2022,USW00093837,23.534893944957137
4215,CL029,Clay,Tree,30.13233333,-81.72316667,1,1,0,0,0,0,Failed,2022,USW00093837,12.474380526136544
4216,CL033,Clay,Tree,30.087545,-81.691242,1,1,1,1,1,0,Successful,2022,USW00093837,16.381808008259032
4217,CL911,Clay,Tree,30.157163,-81.7064257,1,1,1,2,2,0,Successful,2022,USW00093837,9.291361904
4218,CL921,Clay,Tree,29.9434363,-81.6611858,1,1,1,1,1,0,Successful,2022,USW00093837,32.23907139073239
4219,CL922,Clay,Tree,29.979267,-81.636605,1,1,1,1,1,0,Successful,2022,USW00093837,28.398204704201436
4220,CO005,Collier,Tree,25.938608,-81.702152,0,0,0,0,0,0,Taken,2022,USC00085359,1.6485019126547507
4221,CO019,Collier,Tree,26.29983,-81.82317,0,0,0,0,0,0,Inactive,2022,USW00012897,16.804020676131135
4222,CO023,Collier,Tree,26.149077,-81.744605,1,1,1,2,2,0,Successful,2022,USW00012897,3.1176334181364167
4223,CO027,Collier,Artificial Substrate,26.15533333,-81.76433333,0,0,0,0,0,0,Gone,2022,USW00012897,1.0793194207394967
4224,CO029,Collier,Tree,25.95266667,-81.7355,0,0,0,0,0,0,Inactive,2022,USC00085359,2.2055858046561605
4225,CO031,Collier,Tree,26.26122092,-81.67213362,1,1,1,1,1,0,Successful,2022,USW00012897,15.65759907181002
4226,CO036,Collier,Tree,26.2801801,-81.8071835,1,1,1,2,2,0,Successful,2022,USW00012897,14.283895133708207
4227,CO038,Collier,Tree,26.369167,-81.606667,0,0,0,0,0,0,Inactive,2022,USW00012894,23.997011463821426
4228,CO040,Collier,Tree,26.119109,-81.766565,0,0,0,0,0,0,Inactive,2022,USW00012897,4.079495919381088
4229,CO041,Collier,Tree,26.016667,-81.7365,0,0,0,0,0,0,Inactive,2022,USC00085359,7.848268009250746
4230,CO043,Collier,Tree,26.260667,-81.777667,1,1,0,0,0,0,Failed,2022,USW00012897,11.754578206645391
4231,CO046,Collier,Tree,26.089402,-81.797527,1,1,1,2,2,0,Successful,2022,USW00012897,7.626796842199957
4232,CO053,Collier,Tree,26.20805,-81.80915,1,1,1,1,1,0,Successful,2022,USW00012897,6.807402248344781
4233,CO054,Collier,Tree,26.17933333,-81.748,1,1,1,2,1,1,Successful,2022,USW00012897,3.830051647236104
4234,CO055,Collier,Tree,26.014415,-81.666296,1,1,0,2,0,2,Failed,2022,USC00085359,8.677199830896337
4235,CO056,Collier,Tree,26.148341,-81.67956,1,1,1,2,2,0,Successful,2022,USW00012897,9.568560192
4236,CO058,Collier,Tree,26.13758,-81.49302,1,1,1,1,1,0,Successful,2022,USW00012897,28.226670468292617
4237,CO059,Collier,Tree,25.930968,-81.69992,1,1,1,2,2,0,Successful,2022,USC00085359,2.4477073908845224
4238,CO060,Collier,Tree,26.111627,-81.684796,1,1,1,1,1,0,Successful,2022,USW00012897,10.226342598708698
4239,CO061,Collier,Tree,26.223069,-81.730334,1,1,1,1,1,0,Successful,2022,USW00012897,8.792614783400893
4240,CO064,Collier,Tree,26.141304,-81.768945,1,1,0,0,0,0,Failed,2022,USW00012897,1.6416159162148167
4241,CO065,Collier,Tree,26.181864,-81.782638,1,1,1,2,2,0,Successful,2022,USW00012897,3.081599027828174
4242,CO066,Collier,Tree,26.068566,-81.779853,1,1,1,1,1,0,Successful,2022,USW00012897,9.620327564427535
4243,CO067,Collier,Tree,26.202604,-81.690765,1,1,1,1,1,0,Successful,2022,USW00012897,9.946557943578808
4244,CO921,Collier,Artificial Substrate,25.948326,-81.721228,1,1,0,0,0,0,Failed,2022,USC00085359,0.7476591925433934
4245,CO923,Collier,Tree,25.991563,-81.74818,1,1,1,2,2,0,Successful,2022,USC00085359,5.840051701283029
4246,CO992,Collier,Tree,26.306298,-81.738928,1,1,1,2,2,0,Successful,2022,USW00012897,17.20913314291316
4247,CU003,Columbia,Tree,30.178733,-82.622236,1,1,1,2,2,0,Successful,2022,USW00012816,63.606232423153415
4248,DA005,Miami-Dade,Tree,25.9593,-80.3419,1,1,0,2,0,2,Failed,2022,USW00012882,8.045808324252432
4249,DA008,Miami-Dade,Tree,25.963318,-80.21255,1,1,1,1,1,0,Successful,2022,USW00012882,9.182252236
4250,DA009,Miami-Dade,Tree,25.708454,-80.328274,1,1,1,3,2,1,Successful,2022,USW00012888,12.956347509376869
4251,DA911,Miami-Dade,Tree,25.52965,-80.342462,0,0,0,0,0,0,Destroyed,2022,USW00012888,15.566350650368829
4252,DE008,De Soto,Tree,27.201,-81.999667,1,1,1,1,1,0,Successful,2022,USW00012871,59.558735686862846
4253,DE010,De Soto,Artificial Substrate,27.080224,-81.797754,1,1,1,2,2,0,Successful,2022,USW00012835,55.43360255346577
4254,DE013,DeSoto,Tree,27.26835309,-82.0129028,0,0,0,0,0,0,Inactive,2022,USW00012871,55.90119004761867
4255,DU006,Duval,Tree,30.281714,-81.41515,1,1,1,1,1,0,Successful,2022,USW00053860,11.21248797
4256,DU008,Duval,Tree,30.29583,-81.58017,1,1,1,2,2,0,Successful,2022,USW00053860,7.9306606090795695
4257,DU009,Duval,Tree,30.395451,-81.629326,1,1,1,2,1,1,Successful,2022,USW00013889,12.703346321415433
4258,DU012,Duval,Tree,30.35,-81.416833,1,1,1,2,2,0,Successful,2022,USW00003853,5.559776000127778
4259,DU016,Duval,Tree,30.455468,-81.655322,1,1,1,1,1,0,Successful,2022,USW00013889,5.758674093347677
4260,DU017,Duval,Tree,30.4405,-81.4795,1,1,1,2,2,0,Successful,2022,USW00003853,7.521733291581354
4261,DU018,Duval,Tree,30.26883333,-81.41383333,1,1,0,0,0,0,Failed,2022,USW00053860,12.157439251546249
4262,DU020,Duval,Tree,30.28768,-81.658965,1,1,1,2,2,0,Successful,2022,USW00093837,6.088591574918957
4263,DU022,Duval,Tree,30.281447,-81.70011,1,1,1,1,1,0,Successful,2022,USW00093837,6.240371689078548
4264,DU023,Duval,Tree,30.256,-81.565828,1,1,1,1,1,0,Successful,2022,USW00093837,10.009448082684804
4265,DU028,Duval,Tree,30.383,-81.498,1,1,1,2,2,0,Successful,2022,USW00053860,5.299083846439882
4266,DU029,Duval,Tree,30.3557457,-81.6108498,1,1,1,2,2,0,Successful,2022,USW00053860,9.637861927953715
4267,DU030,Duval,Tree,30.414493,-81.685984,1,1,1,1,1,0,Successful,2022,USW00013889,9.014935903267057
4268,DU031,Duval,Tree,30.264505,-81.436421,1,1,1,2,2,0,Successful,2022,USW00053860,10.901896279960233
