NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Year,Status
DU026,Duval,artificial structure,30.32036,-81.45011,No,No,No,0,0,0,2017,
DU027,Duval,tree,30.32,-81.747,Yes,Yes,No,1,0,1,2017,
DU028,Duval,tree,30.383,-81.498,Yes,Yes,Yes,1,1,0,2017,
DU029,Duval,tree,30.354,-81.611,Yes,Yes,Yes,1,1,0,2017,
DU031,Duval,tree,30.265,-81.436,Yes,Yes,Yes,2,2,0,2017,
DU034,Duval,tree,30.172,-81.641,Yes,Yes,Yes,3,3,0,2017,
DU035,Duval,tree,30.355,-81.524,Yes,Yes,Yes,1,1,0,2017,
DU955,Duval,tree,30.397381,-81.65479,No,No,No,0,0,0,2017,
FL002,Flagler,tree,29.644167,-81.231167,Yes,No,No,0,0,0,2017,
FL007,Flagler,tree,29.502,-81.15,Yes,Yes,Yes,2,2,0,2017,
FL013,Flagler,tree,29.561,-81.194,Yes,Yes,Yes,2,2,0,2017,
FR014,Franklin,tree,29.72,-85.007,Yes,Yes,Yes,1,1,0,2017,
FR015,Franklin,tree,29.665,-84.87,No,No,No,0,0,0,2017,
FR030,Franklin,tree,29.7755,-84.811,No,No,No,0,0,0,2017,
FR042,Franklin,tree,29.715,-85.023,No,No,No,0,0,0,2017,
FR056,Franklin,tree,29.72,-84.987,Yes,Yes,Yes,1,1,0,2017,
FR057,Franklin,tree,29.749,-84.886,Yes,No,No,0,0,0,2017,
FR069,Franklin,tree,29.751,-84.847,Yes,Yes,Yes,3,3,0,2017,
FR070,Franklin,tree,29.666627,-84.861868,No,No,No,0,0,0,2017,
GU005,Gulf,tree,29.69,-85.258,Yes,Yes,Yes,1,1,0,2017,
GU006,Gulf,tree,29.672,-85.359,Yes,Yes,Yes,1,1,0,2017,
GU021,Gulf,tree,29.682,-85.335,Yes,Yes,Yes,1,1,0,2017,
GU024,Gulf,tree,29.685,-85.281,Yes,Yes,Yes,2,2,0,2017,
HI025,Highlands,tree,27.398,-81.437,Yes,Yes,Yes,1,1,0,2017,
HI048,Highlands,tree,27.56683,-81.50433,Yes,Yes,Yes,2,2,0,2017,
HI059,Highlands,tree,27.399,-81.239,Yes,Yes,Yes,1,1,0,2017,
HL004,Hillsborough,tree,28.025833,-82.646833,Yes,Yes,Yes,2,2,0,2017,
HL006,Hillsborough,tree,27.880345,-82.366422,Yes,Yes,Yes,1,1,0,2017,
HL007,Hillsborough,tree,27.724667,-82.465167,No,No,No,0,0,0,2017,
HL008,Hillsborough,artificial structure,27.66,-82.436,Yes,Yes,Yes,2,1,1,2017,
HL019,Hillsborough,tree,27.752,-82.15,Yes,Yes,Yes,1,1,0,2017,
HL024,Hillsborough,tree,27.838,-82.495,Yes,Yes,Yes,2,2,0,2017,
HL029,Hillsborough,artificial structure,27.972,-82.223,Yes,Yes,Yes,2,2,0,2017,
HL038,Hillsborough,artificial structure,28.086,-82.357,Yes,Yes,Yes,2,2,0,2017,
HL042,Hillsborough,artificial structure,27.763,-82.411167,No,No,No,0,0,0,2017,
HL044,Hillsborough,artificial structure,28.006,-82.585,No,No,No,0,0,0,2017,
HL047,Hillsborough,artificial structure,27.90516,-82.34383,Yes,Yes,Yes,2,2,0,2017,
HL048,Hillsborough,artificial structure,28.139333,-82.461167,No,No,No,0,0,0,2017,
HL050,Hillsborough,tree,27.98,-82.137,Yes,Yes,Yes,1,1,0,2017,
HL052,Hillsborough,tree,28.054,-82.254,Yes,Yes,Yes,2,2,0,2017,
HL055,Hillsborough,artificial structure,28.006,-82.371,Yes,Yes,Yes,2,2,0,2017,
HL057,Hillsborough,artificial structure,28.019075,-82.611409,No,No,No,0,0,0,2017,
HL058,Hillsborough,artificial structure,28.004,-82.339,Yes,Yes,No,1,0,1,2017,
HL059,Hillsborough,tree,28.125,-82.31,Yes,Yes,Yes,2,2,0,2017,
HL060,Hillsborough,artificial structure,27.849333,-82.533167,Yes,No,No,0,0,0,2017,
HL061,Hillsborough,artificial structure,28.170833,-82.3915,No,No,No,0,0,0,2017,
HL062,Hillsborough,artificial structure,27.839,-82.128,Yes,Yes,No,0,0,0,2017,
HL063,Hillsborough,artificial structure,28.0155,-82.42833,Yes,Yes,Yes,1,1,0,2017,
HL064,Hillsborough,artificial structure,27.805,-82.329,Yes,Yes,Yes,2,2,0,2017,
HL066,Hillsborough,artificial structure,28.03529,-82.512,No,No,No,0,0,0,2017,
HL067,Hillsborough,tree,28.07,-82.503,Yes,Yes,Yes,2,2,0,2017,
HL068,Hillsborough,artificial structure,27.995,-82.556,Yes,Yes,No,2,0,2,2017,
HL069,Hillsborough,tree,28.169333,-82.576833,No,No,No,0,0,0,2017,
HL070,Hillsborough,artificial structure,28.02448,-82.255171,Yes,Yes,No,0,0,0,2017,
HL071,Hillsborough,tree,27.951,-82.252,Yes,Yes,Yes,2,2,0,2017,
HL072,Hillsborough,artificial structure,27.939,-82.438,Yes,Yes,Yes,2,1,1,2017,
HL073,Hillsborough,artificial structure,27.706623,-82.437009,Yes,Yes,Yes,1,1,0,2017,
HL074,Hillsborough,tree,27.837,-82.475,Yes,Yes,Yes,2,2,0,2017,
HL075,Hillsborough,artificial structure,27.841,-82.367,Yes,Yes,Yes,2,2,0,2017,
HL076,Hillsborough,artificial structure,28.005,-82.597,Yes,No,No,0,0,0,2017,
HL077,Hillsborough,artificial structure,27.902,-82.504,Yes,Yes,Yes,2,2,0,2017,
HL081,Hillsborough,tree,27.999,-82.095,No,No,No,0,0,0,2017,
HL084,Hillsborough,tree,28.074061,-82.293802,Yes,Yes,No,0,0,0,2017,
HL971,Hillsborough,artificial structure,27.702683,-82.167581,Yes,Yes,No,1,0,1,2017,
HN007,Hernando,tree,28.463167,-82.646333,No,No,No,0,0,0,2017,
HN025,Hernando,artificial structure,28.539327,-82.35235,Yes,Yes,Yes,2,1,1,2017,
HN026,Hernando,tree,28.561,-82.379,Yes,Yes,Yes,1,1,0,2017,
IN001,Indian River,tree,27.795667,-80.514667,Yes,Yes,Yes,2,2,0,2017,
IN002,Indian River,tree,27.69,-80.438,Yes,Yes,Yes,1,1,0,2017,
IN004,Indian River,tree,27.827,-80.513,Yes,Yes,Yes,2,1,1,2017,
IN005,Indian River,tree,27.585,-80.372,Yes,Yes,No,0,0,0,2017,
IN009,Indian River,tree,27.655,-80.818,Yes,Yes,Yes,1,1,0,2017,
IN011,Indian River,tree,27.782,-80.472,Yes,Yes,Yes,3,3,0,2017,
IN013,Indian River,tree,27.707,-80.414,Yes,Yes,Yes,2,2,0,2017,
IN015,Indian River,tree,27.6,-80.493,Yes,Yes,Yes,1,1,0,2017,
IN017,Indian River,tree,27.825,-80.484,No,No,No,0,0,0,2017,
IN018,Indian River,tree,27.611,-80.384,Yes,Yes,Yes,1,1,0,2017,
IN019,Indian River,tree,27.649,-80.665,Yes,Yes,Yes,1,1,0,2017,
LA005,Lake,artificial structure,28.804,-81.826,Yes,Yes,Yes,1,1,0,2017,
LA015,Lake,tree,28.80559,-81.7554,Yes,Yes,Yes,2,2,0,2017,
LA024,Lake,tree,28.825,-81.72,Yes,Yes,Yes,3,3,0,2017,
LA025,Lake,tree,28.798,-81.702,Yes,Yes,Yes,2,2,0,2017,
LA142,Lake,tree,28.873,-81.71,Yes,Yes,Yes,2,2,0,2017,
LA145,Lake,tree,28.802,-81.765,Yes,No,No,0,0,0,2017,
LA152,Lake,tree,28.815,-81.9,Yes,Yes,Yes,1,1,0,2017,
LA157,Lake,tree,28.86,-81.943,Yes,Yes,Yes,2,2,0,2017,
LA158,Lake,tree,28.813,-81.728,Yes,Yes,Yes,2,2,0,2017,
LA161,Lake,tree,28.832,-81.713,Yes,Yes,Yes,1,1,0,2017,
LA170,Lake,tree,28.779,-81.66,Yes,Yes,Yes,2,2,0,2017,
LA180,Lake,tree,28.56883,-81.83533,Yes,Yes,Yes,1,1,0,2017,
LA182,Lake,tree,28.417,-81.671,Yes,Yes,Yes,1,1,0,2017,
LA185,Lake,tree,28.753,-81.862,Yes,Yes,No,1,0,1,2017,
LA193,Lake,tree,28.674,-81.673,Yes,Yes,Yes,1,1,0,2017,
LA207,Lake,tree,28.782,-81.654,Yes,Yes,Yes,2,2,0,2017,
LA208,Lake,tree,28.688,-81.706,Yes,Yes,No,0,0,0,2017,
LA209,Lake,artificial structure,28.55,-81.744,Yes,No,No,0,0,0,2017,
LE023,Lee,tree,26.525,-82.083,Yes,Yes,Yes,1,1,0,2017,
LE026,Lee,tree,26.70232,-81.847761,Yes,Yes,Yes,1,1,0,2017,
LE027,Lee,tree,26.63,-81.985,Yes,Yes,Yes,3,3,0,2017,
LE038,Lee,tree,26.525,-81.923,Yes,Yes,Yes,2,2,0,2017,
LE050,Lee,tree,26.335,-81.808,Yes,Yes,Yes,2,2,0,2017,
LE055,Lee,tree,26.612615,-82.019575,No,No,No,0,0,0,2017,
LE059,Lee,tree,26.448,-82.042,Yes,No,No,0,0,0,2017,
LE062,Lee,tree,26.62,-82.02,Yes,Yes,Yes,1,1,0,2017,
LE071,Lee,tree,26.518,-81.945,Yes,Yes,Yes,2,2,0,2017,
LE080,Lee,tree,26.376,-81.817,Yes,Yes,Yes,2,2,0,2017,
LE091,Lee,artificial structure,26.5795,-81.963,Yes,Yes,Yes,2,2,0,2017,
LE092,Lee,artificial structure,26.7,-81.955,No,No,No,0,0,0,2017,
LE097,Lee,artificial structure,26.328,-81.807,Yes,Yes,Yes,2,2,0,2017,
LE103,Lee,artificial structure,26.634,-81.95,Yes,Yes,Yes,2,2,0,2017,
LE106,Lee,tree,26.369824,-81.815487,Yes,Yes,Yes,2,2,0,2017,
LE107,Lee,tree,26.665,-82.154,Yes,Yes,Yes,2,2,0,2017,
LE111,Lee,tree,26.39388,-81.8377,Yes,Yes,No,0,0,0,2017,
LE963,Lee,tree,26.515,-82.088,Yes,Yes,Yes,2,2,0,2017,
MN004,Manatee,tree,27.418,-82.515,Yes,No,No,0,0,0,2017,
MN006,Manatee,tree,27.488,-82.515,Yes,Yes,Yes,2,2,0,2017,
MN014,Manatee,tree,27.535,-82.473,Yes,Yes,Yes,2,2,0,2017,
MN015,Manatee,tree,27.435,-82.413,Yes,Yes,Yes,2,2,0,2017,
MN017,Manatee,artificial structure,27.553,-82.458,Yes,Yes,Yes,1,1,0,2017,
MN023,Manatee,tree,27.461,-82.487,Yes,Yes,Yes,1,1,0,2017,
MN027,Manatee,tree,27.575,-82.5,Yes,Yes,Yes,1,1,0,2017,
MN028,Manatee,tree,27.50165,-82.66131,Yes,Yes,Yes,2,2,0,2017,
MN036,Manatee,tree,27.446,-82.46,Yes,Yes,Yes,1,1,0,2017,
MN038,Manatee,artificial structure,27.456,-82.649,Yes,Yes,Yes,2,2,0,2017,
MN039,Manatee,tree,27.5,-82.475,Yes,Yes,Yes,1,1,0,2017,
MN040,Manatee,tree,27.417,-82.45,Yes,Yes,Yes,2,2,0,2017,
MN046,Manatee,artificial structure,27.458,-82.575,Yes,Yes,Yes,2,2,0,2017,
MN048,Manatee,tree,27.532533,-82.586858,No,No,No,0,0,0,2017,
MN049,Manatee,artificial structure,27.51,-82.715,Yes,Yes,Yes,2,2,0,2017,
MN050,Manatee,artificial structure,27.461,-82.626,Yes,Yes,Yes,2,2,0,2017,
MN054,Manatee,artificial structure,27.581,-82.444,Yes,Yes,Yes,2,2,0,2017,
MN056,Manatee,tree,27.461,-82.463,Yes,Yes,Yes,1,1,0,2017,
MN962,Manatee,tree,27.433,-82.622,Yes,Yes,No,0,0,0,2017,
MR017,Marion,tree,29.282,-81.648,Yes,Yes,Yes,2,2,0,2017,
MR162,Marion,tree,28.981,-81.958,Yes,Yes,Yes,2,2,0,2017,
MR174,Marion,tree,29.151,-81.842,Yes,Yes,Yes,1,1,0,2017,
MR186,Marion,tree,29.191115,-82.122176,Yes,Yes,Yes,1,1,0,2017,
MR187,Marion,artificial structure,28.97,-82.006,Yes,Yes,Yes,2,2,0,2017,
MT001,Martin,tree,27.01,-80.138,Yes,Yes,No,2,0,2,2017,
MT004,Martin,tree,27.127,-80.66,Yes,No,No,0,0,0,2017,
MT006,Martin,tree,26.968,-80.549,Yes,Yes,Yes,1,1,0,2017,
MT008,Martin,tree,26.978,-80.572,Yes,Yes,Yes,2,2,0,2017,
MT010,Martin,tree,27.114833,-80.202667,No,No,No,0,0,0,2017,
MT010,Martin,tree,27.111,-80.212,Yes,Yes,Yes,2,2,0,2017,
MT017,Martin,tree,26.96067,-80.5757,Yes,Yes,Yes,1,1,0,2017,
MT025,Martin,tree,27.179,-80.602,Yes,Yes,Yes,1,1,0,2017,
MT026,Martin,tree,27.04583,-80.34233,Yes,Yes,Yes,1,1,0,2017,
MT027,Martin,tree,27.191,-80.212,Yes,Yes,Yes,1,1,0,2017,
MT028,Martin,tree,27.153,-80.168,Yes,Yes,Yes,3,3,0,2017,
MT029,Martin,tree,27.255,-80.217,Yes,Yes,Yes,2,2,0,2017,
MT031,Martin,tree,27.18,-80.274,Yes,Yes,Yes,2,2,0,2017,
NA001,Nassau,tree,30.604,-81.528333,No,No,No,0,0,0,2017,
NA002,Nassau,tree,30.69,-81.523333,Yes,Yes,Yes,1,1,0,2017,
NA003,Nassau,tree,30.618833,-81.476833,Yes,Yes,Yes,1,1,0,2017,
NA004,Nassau,tree,30.574,-81.456,Yes,Yes,Yes,1,1,0,2017,
OK013,Okeechobee,tree,27.143,-80.68,Yes,Yes,Yes,2,1,1,2017,
OR005,Orange,tree,28.614502,-81.550302,Yes,No,No,0,0,0,2017,
OR007,Orange,tree,28.475,-81.6,Yes,No,No,0,0,0,2017,
OR021,Orange,tree,28.586,-81.439,Yes,Yes,Yes,2,2,0,2017,
OR026,Orange,tree,28.637,-81.447,No,No,No,0,0,0,2017,
OR029,Orange,tree,28.3595,-81.213667,Yes,No,No,0,0,0,2017,
OR035,Orange,tree,28.708,-81.653,No,No,No,0,0,0,2017,
OR036,Orange,tree,28.612,-81.167,Yes,Yes,No,1,0,1,2017,
OR039,Orange,tree,28.543,-81.572,Yes,Yes,Yes,3,3,0,2017,
OR042,Orange,tree,28.535,-81.357,Yes,Yes,Yes,2,2,0,2017,
OR050,Orange,tree,28.53216,-81.2715,No,No,No,0,0,0,2017,
OR053,Orange,tree,28.465,-81.542,Yes,Yes,Yes,2,2,0,2017,
OR058,Orange,tree,28.746,-81.532,Yes,Yes,Yes,1,1,0,2017,
OR060,Orange,tree,28.4875,-81.3675,Yes,Yes,Yes,2,2,0,2017,
OR061,Orange,tree,28.601833,-81.550667,No,No,No,0,0,0,2017,
OR065,Orange,tree,28.45,-81.305,Yes,No,No,0,0,0,2017,
OR066,Orange,tree,28.58,-81.566,Yes,Yes,Yes,2,2,0,2017,
OR067,Orange,artificial structure,28.517,-81.539,Yes,Yes,Yes,2,2,0,2017,
OR069,Orange,artificial structure,28.516833,-81.288,No,No,No,0,0,0,2017,
OR070,Orange,tree,28.387,-81.251,No,No,No,0,0,0,2017,
OR071,Orange,artificial structure,28.568833,-81.231667,No,No,No,0,0,0,2017,
OR073,Orange,tree,28.69,-81.578,Yes,Yes,Yes,2,2,0,2017,
OR076,Orange,tree,28.555,-81.395,No,No,No,0,0,0,2017,
OR077,Orange,artificial structure,28.491,-81.463,Yes,Yes,Yes,2,2,0,2017,
OR078,Orange,artificial structure,28.354,-81.3085,No,No,No,0,0,0,2017,
OR079,Orange,artificial structure,28.4,-81.334,No,No,No,0,0,0,2017,
OR080,Orange,artificial structure,28.376,-81.405,Yes,Yes,Yes,1,1,0,2017,
OR081,Orange,tree,28.412,-81.246,Yes,Yes,Yes,2,2,0,2017,
OR082,Orange,tree,28.544,-81.452,Yes,Yes,Yes,2,2,0,2017,
OR083,Orange,tree,28.557,-81.627,No,No,No,0,0,0,2017,
OR084,Orange,tree,28.637,-81.431,Yes,Yes,Yes,2,2,0,2017,
OR085,Orange,artificial structure,28.589,-81.369,Yes,Yes,Yes,1,1,0,2017,
OR086,Orange,tree,28.585,-81.338,Yes,Yes,Yes,1,1,0,2017,
OR087,Orange,artificial structure,28.45,-81.441,Yes,Yes,Yes,2,2,0,2017,
OR088,Orange,tree,28.734,-81.603,Yes,Yes,Yes,1,1,0,2017,
OR090,Orange,tree,28.472,-81.242,No,No,No,0,0,0,2017,
OR091,Orange,artificial structure,28.593,-81.26,Yes,Yes,Yes,2,2,0,2017,
OR092,Orange,tree,28.54999,-81.6147,Yes,No,No,0,0,0,2017,
OR093,Orange,artificial structure,28.462,-81.595,Yes,No,No,0,0,0,2017,
OR094,Orange,artificial structure,28.469,-81.529,No,No,No,0,0,0,2017,
OR095,Orange,tree,28.557,-81.618,Yes,Yes,Yes,2,2,0,2017,
OR110,Orange,artificial structure,28.55,-81.647,Yes,No,No,0,0,0,2017,
OR966,Orange,artificial structure,28.516,-81.592,No,No,No,0,0,0,2017,
OR976,Orange,artificial structure,28.656,-81.472,No,No,No,0,0,0,2017,
OR97B,Orange,tree,28.491,-81.315,Yes,Yes,Yes,2,2,0,2017,
OR97D,Orange,tree,28.512,-81.609,Yes,Yes,Yes,1,1,0,2017,
ORJEM,Orange,artificial structure,28.742,-81.669,No,No,No,0,0,0,2017,
ORPON,Orange,artificial structure,28.728,-81.604,No,No,No,0,0,0,2017,
OS001,Osceola,tree,28.255,-81.382,Yes,Yes,Yes,2,2,0,2017,
OS066,Osceola,tree,28.267,-81.368,Yes,No,No,0,0,0,2017,
OS084,Osceola,tree,28.245,-81.322,Yes,Yes,Yes,2,2,0,2017,
OS102,Osceola,tree,28.247,-81.447,No,No,No,0,0,0,2017,
OS114,Osceola,tree,27.94,-81.218,No,No,No,0,0,0,2017,
OS130,Osceola,tree,28.258,-81.365,No,No,No,0,0,0,2017,
OS133,Osceola,tree,27.885,-81.055,No,No,No,0,0,0,2017,
OS148,Osceola,tree,28.193,-81.289667,Yes,Yes,Yes,2,2,0,2017,
OS150,Osceola,tree,28.272833,-81.324333,Yes,Yes,No,1,0,1,2017,
OS156,Osceola,tree,28.222,-81.37,Yes,Yes,Yes,2,2,0,2017,
OS162,Osceola,tree,28.242833,-81.359167,Yes,Yes,Yes,2,2,0,2017,
OS169,Osceola,tree,28.266,-81.346,Yes,Yes,Yes,1,1,0,2017,
OS179,Osceola,tree,28.263,-81.396,Yes,Yes,Yes,2,2,0,2017,
OS180,Osceola,tree,28.319,-81.419,Yes,Yes,Yes,3,3,0,2017,
OS205,Osceola,tree,28.275,-81.388,Yes,Yes,Yes,2,2,0,2017,
OS214,Osceola,artificial structure,28.341,-81.304,No,No,No,0,0,0,2017,
OS215,Osceola,tree,28.25,-81.374,Yes,Yes,Yes,1,1,0,2017,
OS216,Osceola,tree,28.281,-81.329,Yes,Yes,Yes,1,1,0,2017,
OS219,Osceola,tree,27.946,-81.203,Yes,Yes,Yes,1,1,0,2017,
PB006,Palm Beach,tree,26.793,-80.155,Yes,Yes,Yes,2,2,0,2017,
PB025,Palm Beach,tree,26.737,-80.358,Yes,Yes,Yes,2,2,0,2017,
PB027,Palm Beach,tree,26.572,-80.208,Yes,Yes,Yes,2,2,0,2017,
PB030,Palm Beach,tree,26.748,-80.141,Yes,Yes,Yes,2,2,0,2017,
PB033,Palm Beach,artificial structure,26.4,-80.145,Yes,No,No,0,0,0,2017,
PI004,Pinellas,tree,28.082,-82.705,Yes,Yes,Yes,2,2,0,2017,
PI005,Pinellas,tree,28.12,-82.722,Yes,Yes,Yes,2,2,0,2017,
PI013,Pinellas,artificial structure,27.863,-82.777,Yes,Yes,No,0,0,0,2017,
PI014,Pinellas,artificial structure,27.727117,-82.676205,Yes,Yes,Yes,2,2,0,2017,
PI018,Pinellas,tree,28.1,-82.755,Yes,Yes,Yes,2,2,0,2017,
PI020,Pinellas,tree,28.008,-82.768,Yes,Yes,Yes,2,2,0,2017,
PI021,Pinellas,artificial structure,27.843,-82.67,Yes,Yes,Yes,2,2,0,2017,
PI025,Pinellas,artificial structure,27.918,-82.702,Yes,Yes,Yes,2,2,0,2017,
PI030,Pinellas,artificial structure,28.172,-82.652,Yes,No,No,0,0,0,2017,
PI031,Pinellas,artificial structure,27.77,-82.712,Yes,Yes,Yes,2,2,0,2017,
PI032,Pinellas,artificial structure,27.991,-82.697,Yes,Yes,Yes,2,2,0,2017,
PI034,Pinellas,tree,28.14,-82.73683,Yes,Yes,Yes,2,2,0,2017,
PI035,Pinellas,artificial structure,27.73,-82.639,Yes,Yes,Yes,1,1,0,2017,
PI037,Pinellas,tree,27.965,-82.696,Yes,Yes,Yes,2,2,0,2017,
PI039,Pinellas,tree,28.08233,-82.8295,Yes,Yes,Yes,2,2,0,2017,
PI041,Pinellas,tree,28.171,-82.741,Yes,Yes,Yes,2,2,0,2017,
PI044,Pinellas,tree,28.117,-82.741,No,No,No,0,0,0,2017,
PI044,Pinellas,tree,28.108,-82.736,Yes,No,No,0,0,0,2017,
PI045,Pinellas,tree,28.177,-82.75,Yes,Yes,No,0,0,0,2017,
PI046,Pinellas,tree,28.13783,-82.78366,Yes,Yes,Yes,2,2,0,2017,
PI047,Pinellas,artificial structure,27.863725,-82.697619,Yes,Yes,Yes,2,2,0,2017,
PI050,Pinellas,artificial structure,27.818,-82.791,Yes,Yes,Yes,2,2,0,2017,
PI051,Pinellas,tree,28.135,-82.718,Yes,No,No,0,0,0,2017,
PI052,Pinellas,artificial structure,28.132,-82.758,Yes,Yes,Yes,1,1,0,2017,
PI053,Pinellas,artificial structure,27.823,-82.644,Yes,Yes,Yes,2,2,0,2017,
PI054,Pinellas,artificial structure,27.901,-82.805,No,No,No,0,0,0,2017,
PI055,Pinellas,artificial structure,27.757167,-82.634667,No,No,No,0,0,0,2017,
PI056,Pinellas,tree,27.84,-82.727,Yes,No,No,0,0,0,2017,
PI057,Pinellas,artificial structure,28.00027,-82.69713,Yes,Yes,Yes,2,2,0,2017,
PI058,Pinellas,artificial structure,28.05966,-82.7015,Yes,Yes,Yes,2,2,0,2017,
PI059,Pinellas,artificial structure,27.639167,-82.734333,Yes,Yes,Yes,2,2,0,2017,
PI061,Pinellas,tree,27.8755,-82.753167,No,No,No,0,0,0,2017,
PI061,Pinellas,tree,27.864,-82.745,Yes,Yes,Yes,2,2,0,2017,
PI062,Pinellas,artificial structure,28.03433,-82.779,No,No,No,0,0,0,2017,
PI064,Pinellas,artificial structure,27.799,-82.669,Yes,Yes,Yes,2,2,0,2017,
PI065,Pinellas,artificial structure,27.933,-82.787,Yes,Yes,No,0,0,0,2017,
PI066,Pinellas,artificial structure,28.128,-82.652,Yes,Yes,Yes,1,1,0,2017,
PI067,Pinellas,tree,28.10694,-82.71263,Yes,Yes,Yes,2,2,0,2017,
PI068,Pinellas,tree,28.068384,-82.777237,Yes,Yes,No,0,0,0,2017,
PI962,Pinellas,tree,28.1,-82.727,No,No,No,0,0,0,2017,
PI973,Pinellas,tree,28.103,-82.733,Yes,No,No,0,0,0,2017,
PO011,Polk,tree,27.922,-81.373,Yes,Yes,Yes,2,1,1,2017,
PO039,Polk,tree,27.992,-81.877,Yes,Yes,Yes,1,1,0,2017,
PO043,Polk,artificial structure,27.953,-81.798333,No,No,No,0,0,0,2017,
PO045,Polk,tree,27.936,-81.849,Yes,Yes,Yes,2,2,0,2017,
PO046,Polk,artificial structure,27.985681,-81.892891,Yes,Yes,Yes,2,2,0,2017,
PO054,Polk,tree,27.972,-81.495,Yes,Yes,Yes,2,2,0,2017,
PO061,Polk,tree,28.078,-81.705,Yes,Yes,Yes,2,2,0,2017,
PO062,Polk,tree,27.95,-81.945,Yes,Yes,No,0,0,0,2017,
PO065,Polk,tree,28.122667,-81.600667,No,No,No,0,0,0,2017,
PO067,Polk,tree,28.003,-81.682,Yes,Yes,Yes,1,1,0,2017,
PO071,Polk,tree,27.848,-81.97,Yes,Yes,Yes,1,1,0,2017,
PO073,Polk,tree,28.067,-81.737,Yes,Yes,Yes,1,1,0,2017,
PO082,Polk,tree,27.97,-81.55,No,No,No,0,0,0,2017,
PO084,Polk,tree,27.954167,-81.355167,Yes,Yes,Yes,1,1,0,2017,
PO086,Polk,tree,27.973,-81.55,No,No,No,0,0,0,2017,
PO093,Polk,artificial structure,27.979,-81.392,Yes,Yes,Yes,1,1,0,2017,
PO107,Polk,tree,28.108,-81.538,Yes,Yes,Yes,2,2,0,2017,
PO119,Polk,artificial structure,28.047,-81.92,Yes,Yes,Yes,1,1,0,2017,
PO128,Polk,tree,28.092,-81.825,Yes,Yes,Yes,2,2,0,2017,
PO131,Polk,tree,27.948,-81.532,Yes,Yes,Yes,1,1,0,2017,
PO132,Polk,tree,28.09,-81.518,Yes,Yes,Yes,1,1,0,2017,
PO139,Polk,tree,27.828,-81.557,Yes,Yes,Yes,2,2,0,2017,
PO142,Polk,tree,27.98,-81.508,No,No,No,0,0,0,2017,
PO145,Polk,tree,27.948,-81.513,Yes,Yes,Yes,2,2,0,2017,
PO146,Polk,tree,27.927167,-81.354,Yes,No,No,0,0,0,2017,
PO147,Polk,tree,27.847,-81.607,Yes,Yes,Yes,2,2,0,2017,
PO149,Polk,tree,28.073,-81.692,Yes,Yes,Yes,1,1,0,2017,
PO151,Polk,tree,27.778,-81.987,No,No,No,0,0,0,2017,
PO160,Polk,tree,28.028,-81.905,Yes,Yes,No,0,0,0,2017,
PO167,Polk,tree,28.012259,-81.628561,Yes,Yes,No,0,0,0,2017,
PO169,Polk,tree,27.99,-81.859,Yes,Yes,Yes,1,1,0,2017,
PO171,Polk,artificial structure,27.825,-81.833,Yes,Yes,Yes,2,2,0,2017,
PO180,Polk,tree,28.062,-81.514,Yes,Yes,Yes,1,1,0,2017,
PO190,Polk,tree,28.005,-81.927,Yes,Yes,Yes,1,1,0,2017,
PO194,Polk,tree,28.073,-81.711,Yes,Yes,Yes,2,1,1,2017,
PO198,Polk,tree,27.872,-82.026,No,No,No,0,0,0,2017,
PO199,Polk,tree,27.99166,-81.52816,Yes,Yes,Yes,1,1,0,2017,
PO200,Polk,artificial structure,27.935,-81.69,Yes,Yes,Yes,1,1,0,2017,
PO202,Polk,tree,27.734,-81.528,Yes,Yes,Yes,1,1,0,2017,
PO203,Polk,artificial structure,27.903,-81.866,Yes,Yes,Yes,2,2,0,2017,
PO208,Polk,tree,28.062167,-81.730833,Yes,Yes,Yes,1,1,0,2017,
PO209,Polk,artificial structure,27.92,-81.7295,Yes,Yes,Yes,1,1,0,2017,
PO211,Polk,tree,27.939,-81.352,Yes,Yes,Yes,2,2,0,2017,
PO225,Polk,artificial structure,28.007,-82.047,Yes,Yes,Yes,2,2,0,2017,
PO228,Polk,tree,28.084,-81.549,No,No,No,0,0,0,2017,
PO229,Polk,tree,28.025,-81.801,Yes,Yes,Yes,1,1,0,2017,
PO230,Polk,artificial structure,27.896,-81.985,Yes,No,No,0,0,0,2017,
PO232,Polk,artificial structure,27.932874,-81.816925,Yes,Yes,Yes,2,1,1,2017,
PO236,Polk,tree,27.985,-81.683,Yes,Yes,Yes,2,2,0,2017,
PO240,Polk,artificial structure,28.051,-81.815,Yes,Yes,Yes,1,1,0,2017,
PO245,Polk,tree,27.86752,-81.59495,Yes,No,No,0,0,0,2017,
PO247,Polk,artificial structure,27.918,-81.628,Yes,Yes,Yes,2,2,0,2017,
PO248,Polk,artificial structure,27.888444,-81.827092,Yes,Yes,Yes,2,2,0,2017,
PO249,Polk,artificial structure,28.151,-81.832,Yes,Yes,Yes,2,1,1,2017,
PO253,Polk,tree,27.749336,-81.992792,Yes,Yes,Yes,2,2,0,2017,
PO255,Polk,tree,28.3,-81.817,Yes,Yes,Yes,2,2,0,2017,
PO257,Polk,artificial structure,27.806638,-81.957602,Yes,Yes,Yes,1,1,0,2017,
PO258,Polk,artificial structure,27.929,-81.541,Yes,Yes,Yes,2,2,0,2017,
